Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_6130,107318,HAV_6130_S13_R1_001.fastq.gz,A214N,-N,N,sp3,spb3,rep1,SPD,2431,Y2019,Ames 31536,mixed
HAV_6131,78307,HAV_6131_S22_R1_001.fastq.gz,A214N,-N,N,sp3,spb3,rep2,SPD,2431,Y2019,Ames 31536,mixed
HAV_6132,114285,HAV_6132_S31_R1_001.fastq.gz,A214N,-N,N,sp3,spb3,rep3,SPD,2431,Y2019,Ames 31536,mixed
HAV_6133,107712,HAV_6133_S40_R1_001.fastq.gz,796,-N,N,sp3,spb3,rep1,SPD,2433,Y2019,Ames 27196,mixed
HAV_6134,161283,HAV_6134_S74_R1_001.fastq.gz,796,-N,N,sp3,spb3,rep2,SPD,2433,Y2019,Ames 27196,mixed
HAV_6135,92759,HAV_6135_S56_R1_001.fastq.gz,796,-N,N,sp3,spb3,rep3,SPD,2433,Y2019,Ames 27196,mixed
HAV_6136,103705,HAV_6136_S64_R1_001.fastq.gz,38-11,-N,N,sp3,spb3,rep1,NAP,2435,Y2019,Ames 31535,nss
HAV_6137,77076,HAV_6137_S5_R1_001.fastq.gz,38-11,-N,N,sp3,spb3,rep2,NAP,2435,Y2019,Ames 31535,nss
HAV_6138,84998,HAV_6138_S14_R1_001.fastq.gz,38-11,-N,N,sp3,spb3,rep3,NAP,2435,Y2019,Ames 31535,nss
HAV_6139,78686,HAV_6139_S23_R1_001.fastq.gz,T8,-N,N,sp3,spb3,rep1,NAP,2438,Y2019,PI 550518,nss
HAV_6140,105543,HAV_6140_S32_R1_001.fastq.gz,T8,-N,N,sp3,spb3,rep2,NAP,2438,Y2019,PI 550518,nss
HAV_6141,94946,HAV_6141_S41_R1_001.fastq.gz,T8,-N,N,sp3,spb3,rep3,NAP,2438,Y2019,PI 550518,nss
HAV_6142,135522,HAV_6142_S75_R1_001.fastq.gz,SD40,-N,N,sp3,spb3,rep1,NAP,2440,Y2019,PI 606768,mixed
HAV_6143,103679,HAV_6143_S57_R1_001.fastq.gz,SD40,-N,N,sp3,spb3,rep2,NAP,2440,Y2019,PI 606768,mixed
HAV_6144,86369,HAV_6144_S65_R1_001.fastq.gz,SD40,-N,N,sp3,spb3,rep3,NAP,2440,Y2019,PI 606768,mixed
HAV_6145,93525,HAV_6145_S6_R1_001.fastq.gz,VA99,-N,N,sp3,spb3,rep1,ETR,2441,Y2019,Ames 24989,nss
HAV_6146,119835,HAV_6146_S15_R1_001.fastq.gz,VA99,-N,N,sp3,spb3,rep2,ETR,2441,Y2019,Ames 24989,nss
HAV_6147,107900,HAV_6147_S24_R1_001.fastq.gz,VA99,-N,N,sp3,spb3,rep3,ETR,2441,Y2019,Ames 24989,nss
HAV_6148,119593,HAV_6148_S33_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,ETR,2443,Y2019,B73xMo17,NA
HAV_6149,110613,HAV_6149_S42_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,ETR,2443,Y2019,B73xMo17,NA
HAV_6150,73385,HAV_6150_S50_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,ETR,2443,Y2019,B73xMo17,NA
HAV_6151,92098,HAV_6151_S58_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,ETR,2446,Y2019,B73xMo17,NA
HAV_6152,121376,HAV_6152_S66_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,ETR,2446,Y2019,B73xMo17,NA
HAV_6153,76892,HAV_6153_S7_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,ETR,2446,Y2019,B73xMo17,NA
HAV_6154,82392,HAV_6154_S16_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,GEZ,2448,Y2019,B73xMo17,NA
HAV_6155,74612,HAV_6155_S25_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,GEZ,2448,Y2019,B73xMo17,NA
HAV_6156,85656,HAV_6156_S34_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,GEZ,2448,Y2019,B73xMo17,NA
HAV_6157,86461,HAV_6157_S43_R1_001.fastq.gz,CML218,-N,N,sp4,spb1,rep1,GEZ,2449,Y2019,Ames 27086,mixed
HAV_6158,145449,HAV_6158_S76_R1_001.fastq.gz,CML218,-N,N,sp4,spb1,rep2,GEZ,2449,Y2019,Ames 27086,mixed
HAV_6159,93592,HAV_6159_S59_R1_001.fastq.gz,CML218,-N,N,sp4,spb1,rep3,GEZ,2449,Y2019,Ames 27086,mixed
HAV_6160,75334,HAV_6160_S67_R1_001.fastq.gz,CML52,-N,N,sp4,spb1,rep1,GEZ,2452,Y2019,PI 595561,ts
HAV_6161,84570,HAV_6161_S8_R1_001.fastq.gz,CML52,-N,N,sp4,spb1,rep2,GEZ,2452,Y2019,PI 595561,ts
HAV_6162,94961,HAV_6162_S17_R1_001.fastq.gz,CML52,-N,N,sp4,spb1,rep3,GEZ,2452,Y2019,PI 595561,ts
HAV_6163,78986,HAV_6163_S26_R1_001.fastq.gz,CML254,-N,N,sp4,spb1,rep1,WIH,2453,Y2019,PI 595542,ts
HAV_6164,90037,HAV_6164_S35_R1_001.fastq.gz,CML254,-N,N,sp4,spb1,rep2,WIH,2453,Y2019,PI 595542,ts
HAV_6165,92195,HAV_6165_S44_R1_001.fastq.gz,CML254,-N,N,sp4,spb1,rep3,WIH,2453,Y2019,PI 595542,ts
HAV_6166,167964,HAV_6166_S77_R1_001.fastq.gz,38-11,-N,N,sp4,spb1,rep1,WIH,2455,Y2019,Ames 26604,nss
HAV_6167,97355,HAV_6167_S60_R1_001.fastq.gz,38-11,-N,N,sp4,spb1,rep2,WIH,2455,Y2019,Ames 26604,nss
HAV_6168,85222,HAV_6168_S68_R1_001.fastq.gz,38-11,-N,N,sp4,spb1,rep3,WIH,2455,Y2019,Ames 26604,nss
HAV_6169,165549,HAV_6169_S69_R1_001.fastq.gz,M162W,-N,N,sp4,spb2,rep1,WIH,2457,Y2019,Ames 27134,nss
HAV_6170,136748,HAV_6170_S77_R1_001.fastq.gz,M162W,-N,N,sp4,spb2,rep2,WIH,2457,Y2019,Ames 27134,nss
HAV_6171,97978,HAV_6171_S85_R1_001.fastq.gz,M162W,-N,N,sp4,spb2,rep3,WIH,2457,Y2019,Ames 27134,nss
HAV_6172,89046,HAV_6172_S93_R1_001.fastq.gz,GA209,-N,N,sp4,spb2,rep1,ISS,2460,Y2019,Ames 10248,nss
HAV_6173,138615,HAV_6173_S101_R1_001.fastq.gz,GA209,-N,N,sp4,spb2,rep2,ISS,2460,Y2019,Ames 10248,nss
HAV_6174,78903,HAV_6174_S109_R1_001.fastq.gz,GA209,-N,N,sp4,spb2,rep3,ISS,2460,Y2019,Ames 10248,nss
HAV_6175,136321,HAV_6175_S117_R1_001.fastq.gz,NC318,-N,N,sp4,spb2,rep1,ISS,2461,Y2019,Ames 27155,ts
HAV_6176,117102,HAV_6176_S125_R1_001.fastq.gz,NC318,-N,N,sp4,spb2,rep2,ISS,2461,Y2019,Ames 27155,ts
HAV_6177,131623,HAV_6177_S70_R1_001.fastq.gz,NC318,-N,N,sp4,spb2,rep3,ISS,2461,Y2019,Ames 27155,ts
HAV_6178,161817,HAV_6178_S78_R1_001.fastq.gz,CML69,-N,N,sp4,spb2,rep1,ISS,2463,Y2019,Ames 28184,ts
HAV_6179,129393,HAV_6179_S86_R1_001.fastq.gz,CML69,-N,N,sp4,spb2,rep2,ISS,2463,Y2019,Ames 28184,ts
HAV_6180,153382,HAV_6180_S94_R1_001.fastq.gz,CML69,-N,N,sp4,spb2,rep3,ISS,2463,Y2019,Ames 28184,ts
HAV_6181,174984,HAV_6181_S102_R1_001.fastq.gz,MO24W,-N,N,sp4,spb2,rep1,GCS,2466,Y2019,PI 587144,mixed
HAV_6182,101986,HAV_6182_S110_R1_001.fastq.gz,MO24W,-N,N,sp4,spb2,rep2,GCS,2466,Y2019,PI 587144,mixed
HAV_6183,149421,HAV_6183_S118_R1_001.fastq.gz,MO24W,-N,N,sp4,spb2,rep3,GCS,2466,Y2019,PI 587144,mixed
HAV_6184,179220,HAV_6184_S126_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep1,GCS,2468,Y2019,B73xMo17,NA
HAV_6185,146968,HAV_6185_S71_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep2,GCS,2468,Y2019,B73xMo17,NA
HAV_6186,151764,HAV_6186_S79_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep3,GCS,2468,Y2019,B73xMo17,NA
HAV_6187,108238,HAV_6187_S87_R1_001.fastq.gz,K64,-N,N,sp4,spb2,rep1,ETR,2470,Y2019,Ames 27121,nss
HAV_6188,169172,HAV_6188_S95_R1_001.fastq.gz,K64,-N,N,sp4,spb2,rep2,ETR,2470,Y2019,Ames 27121,nss
HAV_6189,166502,HAV_6189_S103_R1_001.fastq.gz,K64,-N,N,sp4,spb2,rep3,ETR,2470,Y2019,Ames 27121,nss
HAV_6190,77462,HAV_6190_S111_R1_001.fastq.gz,T232,-N,N,sp4,spb3,rep1,GCS,2472,Y2019,PI 550522,mixed
HAV_6191,165641,HAV_6191_S119_R1_001.fastq.gz,T232,-N,N,sp4,spb3,rep2,GCS,2472,Y2019,PI 550522,mixed
HAV_6192,161502,HAV_6192_S127_R1_001.fastq.gz,T232,-N,N,sp4,spb3,rep3,GCS,2472,Y2019,PI 550522,mixed
HAV_6193,142854,HAV_6193_S72_R1_001.fastq.gz,SC55,-N,N,sp4,spb3,rep1,GCS,2474,Y2019,Ames 27189,mixed
HAV_6194,152820,HAV_6194_S80_R1_001.fastq.gz,SC55,-N,N,sp4,spb3,rep2,GCS,2474,Y2019,Ames 27189,mixed
HAV_6195,135133,HAV_6195_S88_R1_001.fastq.gz,SC55,-N,N,sp4,spb3,rep3,GCS,2474,Y2019,Ames 27189,mixed
HAV_6196,156233,HAV_6196_S96_R1_001.fastq.gz,TX601,-N,N,sp4,spb3,rep1,GCS,2476,Y2019,Ames 22763,ts
HAV_6197,109325,HAV_6197_S104_R1_001.fastq.gz,TX601,-N,N,sp4,spb3,rep2,GCS,2476,Y2019,Ames 22763,ts
HAV_6198,74731,HAV_6198_S112_R1_001.fastq.gz,TX601,-N,N,sp4,spb3,rep3,GCS,2476,Y2019,Ames 22763,ts
HAV_6199,126774,HAV_6199_S120_R1_001.fastq.gz,F2,-N,N,sp4,spb3,rep1,ETR,2478,Y2019,PI 257506,mixed
HAV_6200,161115,HAV_6200_S128_R1_001.fastq.gz,F2,-N,N,sp4,spb3,rep2,ETR,2478,Y2019,PI 257506,mixed
HAV_6201,134388,HAV_6201_S73_R1_001.fastq.gz,F2,-N,N,sp4,spb3,rep3,ETR,2478,Y2019,PI 257506,mixed
HAV_6202,177200,HAV_6202_S81_R1_001.fastq.gz,DE2,-N,N,sp4,spb3,rep1,ETR,2480,Y2019,PI 606330,nss
HAV_6203,131713,HAV_6203_S89_R1_001.fastq.gz,DE2,-N,N,sp4,spb3,rep2,ETR,2480,Y2019,PI 606330,nss
HAV_6204,169553,HAV_6204_S97_R1_001.fastq.gz,DE2,-N,N,sp4,spb3,rep3,ETR,2480,Y2019,PI 606330,nss
HAV_6205,180450,HAV_6205_S105_R1_001.fastq.gz,HY,-N,N,sp4,spb3,rep1,MAC,2482,Y2019,Ames 26808,nss
HAV_6206,91414,HAV_6206_S113_R1_001.fastq.gz,HY,-N,N,sp4,spb3,rep2,MAC,2482,Y2019,Ames 26808,nss
HAV_6207,162952,HAV_6207_S121_R1_001.fastq.gz,HY,-N,N,sp4,spb3,rep3,MAC,2482,Y2019,Ames 26808,nss
HAV_6208,144587,HAV_6208_S129_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep1,MAC,2484,Y2019,B73xMo17,NA
HAV_6209,145385,HAV_6209_S74_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep2,MAC,2484,Y2019,B73xMo17,NA
HAV_6210,140687,HAV_6210_S82_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep3,MAC,2484,Y2019,B73xMo17,NA
HAV_6211,141597,HAV_6211_S90_R1_001.fastq.gz,CI64,-N,N,sp3,spb1,rep1,MAC,2502,Y2019,Ames 19314,nss
HAV_6212,178595,HAV_6212_S98_R1_001.fastq.gz,CI64,-N,N,sp3,spb1,rep2,MAC,2502,Y2019,Ames 19314,nss
HAV_6213,174205,HAV_6213_S106_R1_001.fastq.gz,CI64,-N,N,sp3,spb1,rep3,MAC,2502,Y2019,Ames 19314,nss
HAV_6214,99646,HAV_6214_S114_R1_001.fastq.gz,B73HTRHM,-N,N,sp3,spb1,rep1,CHS,2504,Y2019,Ames 27065,ss
HAV_6215,163331,HAV_6215_S122_R1_001.fastq.gz,B73HTRHM,-N,N,sp3,spb1,rep2,CHS,2504,Y2019,Ames 27065,ss
HAV_6216,159687,HAV_6216_S130_R1_001.fastq.gz,B73HTRHM,-N,N,sp3,spb1,rep3,CHS,2504,Y2019,Ames 27065,ss
HAV_6217,151811,HAV_6217_S75_R1_001.fastq.gz,B84,-N,N,sp3,spb1,rep1,CHS,2505,Y2019,PI 608767,ss
HAV_6218,141286,HAV_6218_S83_R1_001.fastq.gz,B84,-N,N,sp3,spb1,rep2,CHS,2505,Y2019,PI 608767,ss
HAV_6219,142408,HAV_6219_S91_R1_001.fastq.gz,B84,-N,N,sp3,spb1,rep3,CHS,2505,Y2019,PI 608767,ss
HAV_6220,179555,HAV_6220_S99_R1_001.fastq.gz,B97,-N,N,sp3,spb1,rep1,CHS,2507,Y2019,PI 564682,nss
HAV_6221,154524,HAV_6221_S107_R1_001.fastq.gz,B97,-N,N,sp3,spb1,rep2,CHS,2507,Y2019,PI 564682,nss
HAV_6222,91479,HAV_6222_S115_R1_001.fastq.gz,B97,-N,N,sp3,spb1,rep3,CHS,2507,Y2019,PI 564682,nss
HAV_6223,169568,HAV_6223_S123_R1_001.fastq.gz,B109,-N,N,sp3,spb1,rep1,CHS,2509,Y2019,PI 597927,ss
HAV_6224,169215,HAV_6224_S131_R1_001.fastq.gz,B109,-N,N,sp3,spb1,rep2,CHS,2509,Y2019,PI 597927,ss
HAV_6225,133047,HAV_6225_S76_R1_001.fastq.gz,B109,-N,N,sp3,spb1,rep3,CHS,2509,Y2019,PI 597927,ss
HAV_6226,128032,HAV_6226_S84_R1_001.fastq.gz,A680,-N,N,sp3,spb1,rep1,CHS,2512,Y2019,Ames 23503,ss
HAV_6227,107546,HAV_6227_S92_R1_001.fastq.gz,A680,-N,N,sp3,spb1,rep2,CHS,2512,Y2019,Ames 23503,ss
HAV_6228,130380,HAV_6228_S100_R1_001.fastq.gz,A680,-N,N,sp3,spb1,rep3,CHS,2512,Y2019,Ames 23503,ss
HAV_6229,127274,HAV_6229_S108_R1_001.fastq.gz,A679,-N,N,sp3,spb1,rep1,LEN,2514,Y2019,PI 587142,ss
HAV_6230,79141,HAV_6230_S116_R1_001.fastq.gz,A679,-N,N,sp3,spb1,rep2,LEN,2514,Y2019,PI 587142,ss
HAV_6231,117607,HAV_6231_S124_R1_001.fastq.gz,A679,-N,N,sp3,spb1,rep3,LEN,2514,Y2019,PI 587142,ss
HAV_6232,118317,HAV_6232_S132_R1_001.fastq.gz,MO17,-N,N,sp3,spb2,rep1,LEN,2516,Y2019,PI 558532,nss
HAV_6233,108112,HAV_6233_S1_R1_001.fastq.gz,MO17,-N,N,sp3,spb2,rep2,LEN,2516,Y2019,PI 558532,nss
HAV_6234,103514,HAV_6234_S10_R1_001.fastq.gz,MO17,-N,N,sp3,spb2,rep3,LEN,2516,Y2019,PI 558532,nss
HAV_6235,97085,HAV_6235_S19_R1_001.fastq.gz,NC306,-N,N,sp3,spb2,rep1,LEN,2518,Y2019,Ames 27149,ss
HAV_6236,120990,HAV_6236_S28_R1_001.fastq.gz,NC306,-N,N,sp3,spb2,rep2,LEN,2518,Y2019,Ames 27149,ss
HAV_6237,115842,HAV_6237_S37_R1_001.fastq.gz,NC306,-N,N,sp3,spb2,rep3,LEN,2518,Y2019,Ames 27149,ss
HAV_6238,74720,HAV_6238_S45_R1_001.fastq.gz,NC368,-N,N,sp3,spb2,rep1,MIT,2520,Y2019,Ames 27180,ss
HAV_6239,110100,HAV_6239_S53_R1_001.fastq.gz,NC368,-N,N,sp3,spb2,rep2,MIT,2520,Y2019,Ames 27180,ss
HAV_6240,128946,HAV_6240_S61_R1_001.fastq.gz,NC368,-N,N,sp3,spb2,rep3,MIT,2520,Y2019,Ames 27180,ss
HAV_6241,81067,HAV_6241_S2_R1_001.fastq.gz,CHECK,-N,N,sp3,spb2,rep1,MIT,2521,Y2019,B73xMo17,NA
HAV_6242,85324,HAV_6242_S11_R1_001.fastq.gz,CHECK,-N,N,sp3,spb2,rep2,MIT,2521,Y2019,B73xMo17,NA
HAV_6243,86870,HAV_6243_S20_R1_001.fastq.gz,CHECK,-N,N,sp3,spb2,rep3,MIT,2521,Y2019,B73xMo17,NA
HAV_6244,100071,HAV_6244_S29_R1_001.fastq.gz,NC342,-N,N,sp3,spb2,rep1,MIT,2524,Y2019,Ames 27167,nss
HAV_6245,94565,HAV_6245_S38_R1_001.fastq.gz,NC342,-N,N,sp3,spb2,rep2,MIT,2524,Y2019,Ames 27167,nss
HAV_6246,111247,HAV_6246_S78_R1_001.fastq.gz,NC342,-N,N,sp3,spb2,rep3,MIT,2524,Y2019,Ames 27167,nss
HAV_6247,87175,HAV_6247_S54_R1_001.fastq.gz,MO45,-N,N,sp3,spb2,rep1,MAM,2525,Y2019,PI 583350,mixed
HAV_6248,86683,HAV_6248_S62_R1_001.fastq.gz,MO45,-N,N,sp3,spb2,rep2,MAM,2525,Y2019,PI 583350,mixed
HAV_6249,105491,HAV_6249_S3_R1_001.fastq.gz,MO45,-N,N,sp3,spb2,rep3,MAM,2525,Y2019,PI 583350,mixed
HAV_6250,116251,HAV_6250_S12_R1_001.fastq.gz,NC362,-N,N,sp3,spb2,rep1,MAM,2527,Y2019,Ames 27177,mixed
HAV_6251,98620,HAV_6251_S21_R1_001.fastq.gz,NC362,-N,N,sp3,spb2,rep2,MAM,2527,Y2019,Ames 27177,mixed
HAV_6252,136367,HAV_6252_S30_R1_001.fastq.gz,NC362,-N,N,sp3,spb2,rep3,MAM,2527,Y2019,Ames 27177,mixed
HAV_6253,126618,HAV_6253_S39_R1_001.fastq.gz,CI90C,-N,N,sp3,spb3,rep1,MAM,2530,Y2019,Ames 31534,mixed
HAV_6254,77037,HAV_6254_S47_R1_001.fastq.gz,CI90C,-N,N,sp3,spb3,rep2,MAM,2530,Y2019,Ames 31534,mixed
HAV_6255,120173,HAV_6255_S55_R1_001.fastq.gz,CI90C,-N,N,sp3,spb3,rep3,MAM,2530,Y2019,Ames 31534,mixed
HAV_6256,109096,HAV_6256_S63_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep1,CHS,2531,Y2019,B73xMo17,NA
HAV_6257,122975,HAV_6257_S4_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep2,CHS,2531,Y2019,B73xMo17,NA
HAV_6258,130547,HAV_6258_S13_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep3,CHS,2531,Y2019,B73xMo17,NA
HAV_6259,122972,HAV_6259_S22_R1_001.fastq.gz,R229,-N,N,sp3,spb3,rep1,ZKY,2534,Y2019,PI 592734,ss
HAV_6260,146593,HAV_6260_S31_R1_001.fastq.gz,R229,-N,N,sp3,spb3,rep2,ZKY,2534,Y2019,PI 592734,ss
HAV_6261,138177,HAV_6261_S40_R1_001.fastq.gz,R229,-N,N,sp3,spb3,rep3,ZKY,2534,Y2019,PI 592734,ss
HAV_6262,95419,HAV_6262_S48_R1_001.fastq.gz,SG1533,-N,N,sp3,spb3,rep1,ZKY,2535,Y2019,PI 587132,popcorn
HAV_6263,144980,HAV_6263_S56_R1_001.fastq.gz,SG1533,-N,N,sp3,spb3,rep2,ZKY,2535,Y2019,PI 587132,popcorn
HAV_6264,118400,HAV_6264_S64_R1_001.fastq.gz,SG1533,-N,N,sp3,spb3,rep3,ZKY,2535,Y2019,PI 587132,popcorn
HAV_6265,100328,HAV_6265_S5_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep1,ZKY,2538,Y2019,B73xMo17,NA
HAV_6266,123647,HAV_6266_S14_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep2,ZKY,2538,Y2019,B73xMo17,NA
HAV_6267,90628,HAV_6267_S23_R1_001.fastq.gz,CHECK,-N,N,sp3,spb3,rep3,ZKY,2538,Y2019,B73xMo17,NA
HAV_6268,133830,HAV_6268_S32_R1_001.fastq.gz,CO109,-N,N,sp3,spb3,rep1,SPD,2540,Y2019,PI 587125,nss
HAV_6269,137676,HAV_6269_S41_R1_001.fastq.gz,CO109,-N,N,sp3,spb3,rep2,SPD,2540,Y2019,PI 587125,nss
HAV_6270,82690,HAV_6270_S49_R1_001.fastq.gz,CO109,-N,N,sp3,spb3,rep3,SPD,2540,Y2019,PI 587125,nss
HAV_6271,136078,HAV_6271_S57_R1_001.fastq.gz,R4,-N,N,sp3,spb3,rep1,SPD,2541,Y2019,Ames 27187,nss
HAV_6272,137321,HAV_6272_S65_R1_001.fastq.gz,R4,-N,N,sp3,spb3,rep2,SPD,2541,Y2019,Ames 27187,nss
HAV_6273,106079,HAV_6273_S6_R1_001.fastq.gz,R4,-N,N,sp3,spb3,rep3,SPD,2541,Y2019,Ames 27187,nss
HAV_6274,126961,HAV_6274_S15_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,SPD,2544,Y2019,B73xMo17,NA
HAV_6275,110227,HAV_6275_S24_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,SPD,2544,Y2019,B73xMo17,NA
HAV_6276,122779,HAV_6276_S33_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,SPD,2544,Y2019,B73xMo17,NA
HAV_6277,139910,HAV_6277_S42_R1_001.fastq.gz,CML322,-N,N,sp4,spb1,rep1,LOU,2546,Y2019,Ames 27096,ts
HAV_6278,146673,HAV_6278_S79_R1_001.fastq.gz,CML322,-N,N,sp4,spb1,rep2,LOU,2546,Y2019,Ames 27096,ts
HAV_6279,130566,HAV_6279_S58_R1_001.fastq.gz,CML322,-N,N,sp4,spb1,rep3,LOU,2546,Y2019,Ames 27096,ts
HAV_6280,127036,HAV_6280_S66_R1_001.fastq.gz,B68,-N,N,sp4,spb1,rep1,LOU,2548,Y2019,PI 550465,ss
HAV_6281,80401,HAV_6281_S7_R1_001.fastq.gz,B68,-N,N,sp4,spb1,rep2,LOU,2548,Y2019,PI 550465,ss
HAV_6282,87261,HAV_6282_S16_R1_001.fastq.gz,B68,-N,N,sp4,spb1,rep3,LOU,2548,Y2019,PI 550465,ss
HAV_6283,85975,HAV_6283_S25_R1_001.fastq.gz,A214N,-N,N,sp4,spb1,rep1,LOU,2549,Y2019,PI 406112,mixed
HAV_6284,108788,HAV_6284_S34_R1_001.fastq.gz,A214N,-N,N,sp4,spb1,rep2,LOU,2549,Y2019,PI 406112,mixed
HAV_6285,92861,HAV_6285_S43_R1_001.fastq.gz,A214N,-N,N,sp4,spb1,rep3,LOU,2549,Y2019,PI 406112,mixed
HAV_6286,69671,HAV_6286_S51_R1_001.fastq.gz,4722,-N,N,sp4,spb1,rep1,ETR,2551,Y2019,PI 587130,popcorn
HAV_6287,108084,HAV_6287_S59_R1_001.fastq.gz,4722,-N,N,sp4,spb1,rep2,ETR,2551,Y2019,PI 587130,popcorn
HAV_6288,93229,HAV_6288_S67_R1_001.fastq.gz,4722,-N,N,sp4,spb1,rep3,ETR,2551,Y2019,PI 587130,popcorn
HAV_6289,107127,HAV_6289_S8_R1_001.fastq.gz,CML321,-N,N,sp4,spb1,rep1,ETR,2553,Y2019,Ames 27095,ts
HAV_6290,115680,HAV_6290_S17_R1_001.fastq.gz,CML321,-N,N,sp4,spb1,rep2,ETR,2553,Y2019,Ames 27095,ts
HAV_6291,105969,HAV_6291_S26_R1_001.fastq.gz,CML321,-N,N,sp4,spb1,rep3,ETR,2553,Y2019,Ames 27095,ts
HAV_6292,133556,HAV_6292_S35_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,ETR,2555,Y2019,B73xMo17,NA
HAV_6293,116741,HAV_6293_S44_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,ETR,2555,Y2019,B73xMo17,NA
HAV_6294,83197,HAV_6294_S52_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,ETR,2555,Y2019,B73xMo17,NA
HAV_6295,136781,HAV_6295_S60_R1_001.fastq.gz,NC258,-N,N,sp4,spb2,rep1,GEZ,2557,Y2019,PI 531084,nss
HAV_6296,121896,HAV_6296_S68_R1_001.fastq.gz,NC258,-N,N,sp4,spb2,rep2,GEZ,2557,Y2019,PI 531084,nss
HAV_6297,100059,HAV_6297_S69_R1_001.fastq.gz,NC258,-N,N,sp4,spb2,rep3,GEZ,2557,Y2019,PI 531084,nss
HAV_6298,95004,HAV_6298_S77_R1_001.fastq.gz,F44,-N,N,sp4,spb2,rep1,GEZ,2560,Y2019,NSL 22893,mixed
HAV_6299,84133,HAV_6299_S85_R1_001.fastq.gz,F44,-N,N,sp4,spb2,rep2,GEZ,2560,Y2019,NSL 22893,mixed
HAV_6300,109893,HAV_6300_S93_R1_001.fastq.gz,F44,-N,N,sp4,spb2,rep3,GEZ,2560,Y2019,NSL 22893,mixed
HAV_6301,92619,HAV_6301_S101_R1_001.fastq.gz,NC222,-N,N,sp4,spb2,rep1,GEZ,2562,Y2019,Ames 12729,nss
HAV_6302,80598,HAV_6302_S109_R1_001.fastq.gz,NC222,-N,N,sp4,spb2,rep2,GEZ,2562,Y2019,Ames 12729,nss
HAV_6303,81964,HAV_6303_S117_R1_001.fastq.gz,NC222,-N,N,sp4,spb2,rep3,GEZ,2562,Y2019,Ames 12729,nss
HAV_6304,98435,HAV_6304_S125_R1_001.fastq.gz,M37W,-N,N,sp4,spb2,rep1,GCS,2564,Y2019,Ames 27133,mixed
HAV_6305,106707,HAV_6305_S70_R1_001.fastq.gz,M37W,-N,N,sp4,spb2,rep2,GCS,2564,Y2019,Ames 27133,mixed
HAV_6306,122765,HAV_6306_S78_R1_001.fastq.gz,M37W,-N,N,sp4,spb2,rep3,GCS,2564,Y2019,Ames 27133,mixed
HAV_6307,88451,HAV_6307_S86_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep1,GCS,2566,Y2019,B73xMo17,NA
HAV_6308,92322,HAV_6308_S94_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep2,GCS,2566,Y2019,B73xMo17,NA
HAV_6309,100911,HAV_6309_S102_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep3,GCS,2566,Y2019,B73xMo17,NA
HAV_6310,90164,HAV_6310_S110_R1_001.fastq.gz,NC348,-N,N,sp4,spb2,rep1,GCS,2567,Y2019,Ames 27170,ts
HAV_6311,86448,HAV_6311_S118_R1_001.fastq.gz,NC348,-N,N,sp4,spb2,rep2,GCS,2567,Y2019,Ames 27170,ts
HAV_6312,93443,HAV_6312_S126_R1_001.fastq.gz,NC348,-N,N,sp4,spb2,rep3,GCS,2567,Y2019,Ames 27170,ts
HAV_6313,89418,HAV_6313_S71_R1_001.fastq.gz,NC346,-N,N,sp4,spb2,rep1,GCS,2570,Y2019,Ames 27169,ts
HAV_6314,98856,HAV_6314_S79_R1_001.fastq.gz,NC346,-N,N,sp4,spb2,rep2,GCS,2570,Y2019,Ames 27169,ts
